ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
Badga-1_i-1,1,Badga,1_i,na,na,n a,,KolipakamFW,,false
Betta_Kurumba-1_i-1,2,Betta_Kurumba,1_i,na:ʋə,na:ʋə,n aː ʋ ə,,KolipakamFW,,false
Brahui-1_i-1,3,Brahui,1_i,i:,i:,iː,,KolipakamFW,,false
Gondi-1_i-1,4,Gondi,1_i,nanna,nanna,n a nː a,,KolipakamFW,,false
Kannada-1_i-1,5,Kannada,1_i,na:nu,na:nu,n aː n u,,KolipakamFW,,false
Kodava-1_i-1,6,Kodava,1_i,na:nə,na:nə,n aː n ə,,KolipakamFW,,false
Kolami-1_i-1,7,Kolami,1_i,ne:nu,ne:nu,n eː n u,,KolipakamFW,,false
Kota-1_i-1,8,Kota,1_i,a:n,a:n,aː n,,KolipakamFW,,false
Koya-1_i-1,9,Koya,1_i,nanna,nanna,n a nː a,,KolipakamFW,,false
Kurukh-1_i-1,10,Kurukh,1_i,ae:n,ae:n,a eː n,,KolipakamFW,,false
Kuwi-1_i-1,11,Kuwi,1_i,na:nu,na:nu,n aː n u,,KolipakamFW,,false
Kuwi-1_i-2,12,Kuwi,1_i,mu,mu,m u,,KolipakamFW,,false
Malayalam-1_i-1,13,Malayalam,1_i,ɲa:n,ɲa:n,ɲ aː n,,Andronov1964,,false
Malto-1_i-1,14,Malto,1_i,he:nu,he:nu,h eː n u,,KolipakamFW,,false
Ollari_Gadba-1_i-1,15,Ollari_Gadba,1_i,a:n,a:n,aː n,,KolipakamFW,,false
Parji-1_i-1,16,Parji,1_i,ān,ān,aː n,,Andronov1964,,false
Tamil-1_i-1,17,Tamil,1_i,na:n,na:n,n aː n,,Andronov1964,,false
Telugu-1_i-1,18,Telugu,1_i,ne:nu,ne:nu,n eː n u,,KolipakamFW,,false
Toda-1_i-1,19,Toda,1_i,o:n,o:n,oː n,,KolipakamFW,,false
Tulu-1_i-1,20,Tulu,1_i,ja:nu,ja:nu,j aː n u,,KolipakamFW,,false
Yeruva-1_i-1,21,Yeruva,1_i,na:n,na:n,n aː n,,KolipakamFW,,false
Badga-2_all-1,22,Badga,2_all,ella,ella,e lː a,,KolipakamFW,,false
Kannada-2_all-1,23,Kannada,2_all,ella,ella,e lː a,,KolipakamFW,,false
Kodava-2_all-1,24,Kodava,2_all,ella,ella,e lː a,,KolipakamFW,,false
Kota-2_all-1,25,Kota,2_all,ella:m,ella:m,e lː aː m,,KolipakamFW,,false
Malayalam-2_all-1,26,Malayalam,2_all,ella,ella,e lː a,,KolipakamFW,,false
Tamil-2_all-1,27,Tamil,2_all,ella:m,ella:m,e lː aː m,,Andronov1964,,false
Koya-2_all-1,28,Koya,2_all,anta:,anta:,a n t aː,,KolipakamFW,,false
Telugu-2_all-1,29,Telugu,2_all,anta,anta,a n t a,,Andronov1964,,false
Koya-2_all-2,30,Koya,2_all,mottam,mottam,m o tː a m,,KolipakamFW,,false
Telugu-2_all-2,31,Telugu,2_all,mottamu,mottamu,m o tː a m u,,KolipakamFW,,false
Toda-2_all-1,32,Toda,2_all,oʋʋoɖimo,oʋʋoɖimo,o ʋː o ɖ i m o,,KolipakamFW,,false
Telugu-2_all-3,33,Telugu,2_all,anni,anni,a nː i,,KolipakamFW,,false
Yeruva-2_all-1,34,Yeruva,2_all,nanga:ɭə,nanga:ɭə,n a n g aː ɭ ə,,KolipakamFW,,false
Tulu-2_all-1,35,Tulu,2_all,Ma:ta,Ma:ta,m aː t a,,KolipakamFW,,false
Betta_Kurumba-2_all-1,36,Betta_Kurumba,2_all,o:ʈəja,o:ʈəja,oː ʈ ə j a,,KolipakamFW,,false
Kuwi-2_all-1,37,Kuwi,2_all,hara,hara,h a r a,,KolipakamFW,,false
Brahui-2_all-1,38,Brahui,2_all,kull,kull,k u lː,,KolipakamFW,,false
Malto-2_all-1,39,Malto,2_all,go:ʈahi:,go:ʈahi:,g oː ʈ a h iː,,KolipakamFW,,false
Malto-2_all-2,40,Malto,2_all,gi:ʈeni:,gi:ʈeni:,g iː ʈ e n iː,,KolipakamFW,,false
Kurukh-2_all-1,41,Kurukh,2_all,majin,majin,m a j i n,,KolipakamFW,,false
Kolami-2_all-1,42,Kolami,2_all,ma:k,ma:k,m aː k,,KolipakamFW,,false
Gondi-2_all-1,43,Gondi,2_all,bottig,bottig,b o tː i g,,KolipakamFW,,false
Malayalam-3_ashes-1,44,Malayalam,3_ashes,tʃa:mbal,tʃa:mbal,tʃ aː m b a l,,KolipakamFW,,false
Malayalam-3_ashes-2,45,Malayalam,3_ashes,tʃa:ɾam,tʃa:ɾam,tʃ aː ɾ a m,,KolipakamFW,,false
Tamil-3_ashes-1,46,Tamil,3_ashes,sa:mbal,sa:mbal,s aː m b a l,,Andronov1964,,false
Badga-3_ashes-1,47,Badga,3_ashes,kolabu:di,kolabu:di,k o l a b uː d i,,KolipakamFW,,false
Betta_Kurumba-3_ashes-1,48,Betta_Kurumba,3_ashes,pi:di,pi:di,p iː d i,,KolipakamFW,,false
Kannada-3_ashes-1,49,Kannada,3_ashes,bu:di,bu:di,b uː d i,,KolipakamFW,,false
Kodava-3_ashes-1,50,Kodava,3_ashes,bu:di,bu:di,b uː d i,,KolipakamFW,,false
Kota-3_ashes-1,51,Kota,3_ashes,po:du atukə,po:du atukə,p oː d u + a t u k ə,,KolipakamFW,,false
Koya-3_ashes-1,52,Koya,3_ashes,bu:ɖida,bu:ɖida,b uː ɖ i d a,,KolipakamFW,,false
Telugu-3_ashes-1,53,Telugu,3_ashes,bu:ɖida,bu:ɖida,b uː ɖ i d a,,KolipakamFW,,false
Toda-3_ashes-1,54,Toda,3_ashes,pu:di,pu:di,p uː d i,,KolipakamFW,,false
Yeruva-3_ashes-1,55,Yeruva,3_ashes,bu:di,bu:di,b uː d i,,KolipakamFW,,false
Tulu-3_ashes-1,56,Tulu,3_ashes,tʃu:nja,tʃu:nja,tʃ uː n j a,,KolipakamFW,,false
Tulu-3_ashes-2,57,Tulu,3_ashes,tʃo:nja,tʃo:nja,tʃ oː n j a,,KolipakamFW,,false
Gondi-3_ashes-1,58,Gondi,3_ashes,ni:ɾ,ni:ɾ,n iː ɾ,,KolipakamFW,,false
Ollari_Gadba-3_ashes-1,59,Ollari_Gadba,3_ashes,niɖ,niɖ,n i ɖ,,KolipakamFW,,false
Parji-3_ashes-1,60,Parji,3_ashes,nīd,nīd,n iː d,,Andronov1964,,false
Brahui-3_ashes-1,61,Brahui,3_ashes,his,his,h i s,,KolipakamFW,,false
Kolami-3_ashes-1,62,Kolami,3_ashes,buggi,buggi,b u gː i,,KolipakamFW,,false
Kurukh-3_ashes-1,63,Kurukh,3_ashes,tʃind,tʃind,tʃ i n d,,KolipakamFW,,false
Badga-4_bark-1,64,Badga,4_bark,paʈʈe,paʈʈe,p a ʈː e,,KolipakamFW,,false
Kodava-4_bark-1,65,Kodava,4_bark,aʈʈe,aʈʈe,a ʈː e,,KolipakamFW,,false
Malayalam-4_bark-1,66,Malayalam,4_bark,paṭṭa,paṭṭa,p a ʈː a,,Andronov1964,,false
Tamil-4_bark-1,67,Tamil,4_bark,paʈʈe,paʈʈe,p a ʈː e,,Andronov1964,,false
